set_name	family	section_source	analyte	polarity	evidence	n_species	n_taxa	n_strains_total	median_n_tested
BacDive_Uses_1_%_sodium_lactate_respiration	util	Uses	1 % sodium lactate	pos	measured	4	4	4	1
BacDive_Uses_1,2-propandiol_negative	util	Uses	1, 2-propandiol	neg	measured	4	4	4	1
BacDive_Uses_2-aminobutyrate_negative	util	Uses	2-aminobutyrate	neg	measured	4	4	4	1
BacDive_Uses_3-O-methyl-D-glucose_respiration	util	Uses	3-O-methyl-D-glucose	pos	measured	4	4	4	1
BacDive_Uses_4-oxopentanoate	util	Uses	4-oxopentanoate	pos	measured	4	4	4	1
BacDive_Uses_5-dehydro-D-gluconate_fermentation_negative	util	Uses	5-dehydro-D-gluconate	neg	measured	4	4	4	1
BacDive_Uses_aconitate_negative	util	Uses	aconitate	neg	measured	4	4	4	1
BacDive_Uses_allantoin_negative	util	Uses	allantoin	neg	measured	4	4	4	1
BacDive_Uses_alpha-hydroxybutyrate	util	Uses	alpha-hydroxybutyrate	pos	measured	4	4	4	1
BacDive_Uses_amp	util	Uses	amp	pos	measured	4	4	4	1
BacDive_Uses_arginine_acid_negative	util	Uses	arginine	neg	measured	4	4	4	1
BacDive_Uses_benzylamine_negative	util	Uses	benzylamine	neg	measured	4	4	4	1
BacDive_Uses_beta-cyclodextrin_negative	util	Uses	beta-cyclodextrin	neg	measured	4	4	4	1
BacDive_Uses_beta-hydroxybutyrate_respiration	util	Uses	beta-hydroxybutyrate	pos	measured	4	4	4	1
BacDive_Uses_biotin	util	Uses	biotin	pos	measured	4	4	4	1
BacDive_Uses_butan-1-amine_negative	util	Uses	butan-1-amine	neg	measured	4	4	4	1
BacDive_Uses_cellulose_fermentation_negative	util	Uses	cellulose	neg	measured	4	4	4	1
BacDive_Uses_cetrimide_negative	util	Uses	cetrimide	neg	measured	4	4	4	1
BacDive_Uses_chitosan_negative	util	Uses	chitosan	neg	measured	4	4	4	1
BacDive_Uses_D-fructose_6-phosphate_respiration_negative	util	Uses	D-fructose 6-phosphate	neg	measured	4	4	4	1
BacDive_Uses_D-glucosamine_negative	util	Uses	D-glucosamine	neg	measured	4	4	4	1
BacDive_Uses_D-lyxose_fermentation_negative	util	Uses	D-lyxose	neg	measured	4	4	4	1
BacDive_Uses_D-serine_Nsource_negative	util	Uses	D-serine	neg	measured	4	4	4	1
BacDive_Uses_decanoate_acid_negative	util	Uses	decanoate	neg	measured	4	4	4	1
BacDive_Uses_elastin_negative	util	Uses	elastin	neg	measured	4	4	4	1
BacDive_Uses_erythritol_respiration	util	Uses	erythritol	pos	measured	4	4	4	1
BacDive_Uses_esculin_fermentation_negative	util	Uses	esculin	neg	measured	4	4	4	1
BacDive_Uses_ethanol_acid	util	Uses	ethanol	pos	measured	4	4	4	1
BacDive_Uses_ethylene_glycol_acid_negative	util	Uses	ethylene glycol	neg	measured	4	4	4	1
BacDive_Uses_ferric_iron_negative	util	Uses	ferric iron	neg	measured	4	4	4	1
BacDive_Uses_fumarate_fermentation_negative	util	Uses	fumarate	neg	measured	4	4	4	1
BacDive_Uses_fusidate_respiration_negative	util	Uses	fusidate	neg	measured	4	4	4	1
BacDive_Uses_glutamine_negative	util	Uses	glutamine	neg	measured	4	4	4	1
BacDive_Uses_glutamyl-glutamic_acid	util	Uses	glutamyl-glutamic acid	pos	measured	4	4	4	1
BacDive_Uses_glycol_acid_negative	util	Uses	glycol	neg	measured	4	4	4	1
BacDive_Uses_glyoxylate_negative	util	Uses	glyoxylate	neg	measured	4	4	4	1
BacDive_Uses_H2S	util	Uses	H2S	pos	measured	4	4	4	1
BacDive_Uses_heptanoate_negative	util	Uses	heptanoate	neg	measured	4	4	4	1
BacDive_Uses_hexadecanoate_negative	util	Uses	hexadecanoate	neg	measured	4	4	4	1
BacDive_Uses_histamine	util	Uses	histamine	pos	measured	4	4	4	1
BacDive_Uses_hydroxyproline_Nsource	util	Uses	hydroxyproline	pos	measured	4	4	4	1
BacDive_Uses_hypoxanthine_Nsource	util	Uses	hypoxanthine	pos	measured	4	4	4	1
BacDive_Uses_isobutyrate	util	Uses	isobutyrate	pos	measured	4	4	4	1
BacDive_Uses_isoleucine_negative	util	Uses	isoleucine	neg	measured	4	4	4	1
BacDive_Uses_isophthalate_negative	util	Uses	isophthalate	neg	measured	4	4	4	1
BacDive_Uses_isovalerate	util	Uses	isovalerate	pos	measured	4	4	4	1
BacDive_Uses_L-arginine_acid_negative	util	Uses	L-arginine	neg	measured	4	4	4	1
BacDive_Uses_L-cystine_Nsource	util	Uses	L-cystine	pos	measured	4	4	4	1
BacDive_Uses_L-leucine_Nsource_negative	util	Uses	L-leucine	neg	measured	4	4	4	1
BacDive_Uses_L-lyxose	util	Uses	L-lyxose	pos	measured	4	4	4	1
BacDive_Uses_L-methionine	util	Uses	L-methionine	pos	measured	4	4	4	1
BacDive_Uses_L-tryptophan_acid_negative	util	Uses	L-tryptophan	neg	measured	4	4	4	1
BacDive_Uses_L-xylose_fermentation_negative	util	Uses	L-xylose	neg	measured	4	4	4	1
BacDive_Uses_lyxose_acid	util	Uses	lyxose	pos	measured	4	4	4	1
BacDive_Uses_lyxose_acid_negative	util	Uses	lyxose	neg	measured	4	4	4	1
BacDive_Uses_malate_acid_negative	util	Uses	malate	neg	measured	4	4	4	1
BacDive_Uses_malate_fermentation_negative	util	Uses	malate	neg	measured	4	4	4	1
BacDive_Uses_maltose_hydrate_negative	util	Uses	maltose hydrate	neg	measured	4	4	4	1
BacDive_Uses_methionine_Nsource	util	Uses	methionine	pos	measured	4	4	4	1
BacDive_Uses_methyl_alpha-D-glucopyranoside_fermentation	util	Uses	methyl alpha-D-glucopyranoside	pos	measured	4	4	4	1
BacDive_Uses_methyl_alpha-D-glucopyranoside_fermentation_negative	util	Uses	methyl alpha-D-glucopyranoside	neg	measured	4	4	4	1
BacDive_Uses_N-acetyl-D-glucosamine_Nsource	util	Uses	N-acetyl-D-glucosamine	pos	measured	4	4	4	1
BacDive_Uses_n-acetylneuraminate_respiration	util	Uses	n-acetylneuraminate	pos	measured	4	4	4	1
BacDive_Uses_oxaloacetate	util	Uses	oxaloacetate	pos	measured	4	4	4	1
BacDive_Uses_pentan-1-amine_negative	util	Uses	pentan-1-amine	neg	measured	4	4	4	1
BacDive_Uses_phenylalanine_Nsource_negative	util	Uses	phenylalanine	neg	measured	4	4	4	1
BacDive_Uses_proline_Nsource	util	Uses	proline	pos	measured	4	4	4	1
BacDive_Uses_protocatechuate	util	Uses	protocatechuate	pos	measured	4	4	4	1
BacDive_Uses_serine_Nsource	util	Uses	serine	pos	measured	4	4	4	1
BacDive_Uses_sodium_formate	util	Uses	sodium formate	pos	measured	4	4	4	1
BacDive_Uses_sodium_gluconate	util	Uses	sodium gluconate	pos	measured	4	4	4	1
BacDive_Uses_sodium_pyruvate_negative	util	Uses	sodium pyruvate	neg	measured	4	4	4	1
BacDive_Uses_sodium_succinate_negative	util	Uses	sodium succinate	neg	measured	4	4	4	1
BacDive_Uses_sodium_tartrate_negative	util	Uses	sodium tartrate	neg	measured	4	4	4	1
BacDive_Uses_sorbose	util	Uses	sorbose	pos	measured	4	4	4	1
BacDive_Uses_spermine_negative	util	Uses	spermine	neg	measured	4	4	4	1
BacDive_Uses_stachyose_respiration	util	Uses	stachyose	pos	measured	4	4	4	1
BacDive_Uses_tagatose	util	Uses	tagatose	pos	measured	4	4	4	1
BacDive_Uses_terephthalate_negative	util	Uses	terephthalate	neg	measured	4	4	4	1
BacDive_Uses_tetrazolium_violet_negative	util	Uses	tetrazolium violet	neg	measured	4	4	4	1
BacDive_Uses_tetrazolium_violet_respiration	util	Uses	tetrazolium violet	pos	measured	4	4	4	1
BacDive_Uses_thymidine_5'-monophosphate	util	Uses	thymidine 5'-monophosphate	pos	measured	4	4	4	1
BacDive_Uses_toluene	util	Uses	toluene	pos	measured	4	4	4	1
BacDive_Uses_troleandomycin_respiration_negative	util	Uses	troleandomycin	neg	measured	4	4	4	1
BacDive_Uses_tween_80_respiration_negative	util	Uses	tween 80	neg	measured	4	4	4	1
BacDive_Uses_tyrosine_Nsource	util	Uses	tyrosine	pos	measured	4	4	4	1
BacDive_Uses_urea_acid_negative	util	Uses	urea	neg	measured	4	4	4	1
BacDive_Uses_uric_acid	util	Uses	uric acid	pos	measured	4	4	4	1
BacDive_Uses_valine_Nsource	util	Uses	valine	pos	measured	4	4	4	1
BacDive_Uses_vanillate_negative	util	Uses	vanillate	neg	measured	4	4	4	1
BacDive_Enzyme_4-nitrophenyl_beta-D-galactopyranoside_hydrolysate_negative	hydrolysis	Enzyme	4-nitrophenyl beta-D-galactopyranoside hydrolysate	neg	measured	3	3	3	1
BacDive_Enzyme_adenyl_cyclase_hemolysin	enzyme	Enzyme	adenyl cyclase hemolysin	pos	measured	3	3	108	10
BacDive_Enzyme_agar	hydrolysis	Enzyme	agar	pos	measured	3	3	3	1
BacDive_Enzyme_agarase_negative	enzyme	Enzyme	agarase	neg	measured	3	3	3	1
BacDive_Enzyme_alginate	hydrolysis	Enzyme	alginate	pos	measured	3	3	3	1
BacDive_Enzyme_alpha-xylosidase_negative	enzyme	Enzyme	alpha-xylosidase	neg	measured	3	3	3	1
BacDive_Enzyme_beta-alanine_arylamidase_pNA_negative	enzyme	Enzyme	beta-alanine arylamidase pNA	neg	measured	3	3	3	1
BacDive_Enzyme_chondroitin_sulfate_negative	hydrolysis	Enzyme	chondroitin sulfate	neg	measured	3	3	3	1
BacDive_Enzyme_corn_oil	hydrolysis	Enzyme	corn oil	pos	measured	3	3	3	1
BacDive_Enzyme_D-glucose_negative	hydrolysis	Enzyme	D-glucose	neg	measured	3	3	3	1
BacDive_Enzyme_D-xylose_negative	hydrolysis	Enzyme	D-xylose	neg	measured	3	3	3	1
BacDive_Enzyme_gellan_gum	hydrolysis	Enzyme	gellan gum	pos	measured	3	3	3	1
BacDive_Enzyme_hippurate_hydrolase_negative	enzyme	Enzyme	hippurate hydrolase	neg	measured	3	3	3	1
BacDive_Enzyme_indole_negative	hydrolysis	Enzyme	indole	neg	measured	3	3	3	1
BacDive_Enzyme_indoxyl_acetate_negative	hydrolysis	Enzyme	indoxyl acetate	neg	measured	3	3	3	1
BacDive_Enzyme_L-arginine	hydrolysis	Enzyme	L-arginine	pos	measured	3	3	3	1
BacDive_Enzyme_L-glutamate-gamma-3-carboxy-4-nitroanilide_negative	hydrolysis	Enzyme	L-glutamate-gamma-3-carboxy-4-nitroanilide	neg	measured	3	3	3	1
BacDive_Enzyme_lactosidase_negative	enzyme	Enzyme	lactosidase	neg	measured	3	3	3	1
BacDive_Enzyme_N-acetylglucosamine_negative	hydrolysis	Enzyme	N-acetylglucosamine	neg	measured	3	3	3	1
BacDive_Enzyme_neuramindase_negative	enzyme	Enzyme	neuramindase	neg	measured	3	3	3	1
BacDive_Enzyme_phosphatidylinositol_phospholipase_C_negative	enzyme	Enzyme	phosphatidylinositol phospholipase C	neg	measured	3	3	3	1
BacDive_Enzyme_tryptophan_decarboxylase_negative	enzyme	Enzyme	tryptophan decarboxylase	neg	measured	3	3	3	1
BacDive_Enzyme_tryptophan_negative	hydrolysis	Enzyme	tryptophan	neg	measured	3	3	3	1
BacDive_Murein_A3alpha_L-Lys-L-Ala-Gly4-5	murein	Murein	A3alpha L-Lys-L-Ala-Gly4-5	pos	measured	3	3	5	2
BacDive_Murein_A3alpha_L-Lys-L-Ala-L-Ala(L-Ser)	murein	Murein	A3alpha L-Lys-L-Ala-L-Ala(L-Ser)	pos	measured	3	3	3	1
BacDive_Murein_A3alpha_L-Lys-L-Thr-Gly	murein	Murein	A3alpha L-Lys-L-Thr-Gly	pos	measured	3	3	12	2
BacDive_Murein_A4alpha_L-Lys-D-Glu2	murein	Murein	A4alpha L-Lys-D-Glu2	pos	measured	3	3	4	1
BacDive_Murein_A4alpha_L-Lys-Gly-D-Glu	murein	Murein	A4alpha L-Lys-Gly-D-Glu	pos	measured	3	3	3	1
BacDive_Murein_A4alpha_L-Lys-Gly-L-Glu	murein	Murein	A4alpha L-Lys-Gly-L-Glu	pos	measured	3	3	21	1
BacDive_Murein_A4alpha'_L-Lys-D-Glu	murein	Murein	A4alpha' L-Lys-D-Glu	pos	measured	3	3	4	1
BacDive_Murein_B2alpha_{Gly}_[L-Orn]_D-Glu-D-Orn	murein	Murein	B2alpha {Gly} [L-Orn] D-Glu-D-Orn	pos	measured	3	3	4	1
BacDive_Murein_B2alpha_{Gly}_[L-Orn]_D-Glu-Gly-D-Orn	murein	Murein	B2alpha {Gly} [L-Orn] D-Glu-Gly-D-Orn	pos	measured	3	3	6	1
BacDive_Murein_B2delta_{Gly}_[L-Ala]_D-Glu-D-Dab-L-Thr	murein	Murein	B2delta {Gly} [L-Ala] D-Glu-D-Dab-L-Thr	pos	measured	3	3	3	1
BacDive_Prod_blasticidin_S	production	Prod	blasticidin S	pos	measured	3	3	3	1
BacDive_Prod_carbomycin	production	Prod	carbomycin	pos	measured	3	3	4	1
BacDive_Prod_chloramphenicol	production	Prod	chloramphenicol	pos	measured	3	3	8	2
BacDive_Prod_cycloheximide	production	Prod	cycloheximide	pos	measured	3	3	3	1
BacDive_Prod_dihydroxyacetone	production	Prod	dihydroxyacetone	pos	measured	3	3	3	1
BacDive_Prod_fungichromin	production	Prod	fungichromin	pos	measured	3	3	5	1
BacDive_Prod_hygromycin	production	Prod	hygromycin	pos	measured	3	3	3	1
BacDive_Prod_L-glutamate	production	Prod	L-glutamate	pos	measured	3	3	6	1
BacDive_Prod_melanin	production	Prod	melanin	pos	measured	3	3	3	1
BacDive_Prod_methane	production	Prod	methane	pos	measured	3	3	3	1
BacDive_Prod_mycobacidin	production	Prod	mycobacidin	pos	measured	3	3	4	1
BacDive_Prod_nicotinate_negative	production	Prod	nicotinate	neg	measured	3	3	3	1
BacDive_Prod_paromomycin	production	Prod	paromomycin	pos	measured	3	3	3	1
BacDive_Prod_polyhydroxybutyrate_negative	production	Prod	polyhydroxybutyrate	neg	measured	4	3	4	1
BacDive_Prod_polysaccharides	production	Prod	polysaccharides	pos	measured	3	3	4	1
BacDive_Prod_pyocyanine_negative	production	Prod	pyocyanine	neg	measured	3	3	3	1
BacDive_Prod_siderophore	production	Prod	siderophore	pos	measured	3	3	3	1
BacDive_Prod_sisomycin	production	Prod	sisomycin	pos	measured	3	3	3	1
BacDive_Prod_tubercidin	production	Prod	tubercidin	pos	measured	3	3	3	1
BacDive_Produces_biosurfactant	compound_class	Produces	biosurfactant	pos	measured	3	3	3	1
BacDive_Produces_butanediol	compound_class	Produces	butanediol	pos	measured	3	3	5	1
BacDive_Produces_propanediol	compound_class	Produces	propanediol	pos	measured	3	3	5	1
BacDive_Shape_flask	shape	Shape	flask	pos	measured	3	3	3	1
BacDive_Uses_(R)-amygdalin_acid_negative	util	Uses	(R)-amygdalin	neg	measured	3	3	3	1
BacDive_Uses_2-aminobenzoate_negative	util	Uses	2-aminobenzoate	neg	measured	3	3	3	1
BacDive_Uses_2-butanol_negative	util	Uses	2-butanol	neg	measured	3	3	3	1
BacDive_Uses_2-dehydro-D-gluconate_fermentation	util	Uses	2-dehydro-D-gluconate	pos	measured	3	3	3	1
BacDive_Uses_2-oxoglutarate_acid_negative	util	Uses	2-oxoglutarate	neg	measured	3	3	3	1
BacDive_Uses_3-aminobutyrate	util	Uses	3-aminobutyrate	pos	measured	3	3	3	1
BacDive_Uses_3-hydroxybutyrate_acid_negative	util	Uses	3-hydroxybutyrate	neg	measured	3	3	3	1
BacDive_Uses_4-aminobenzoate_negative	util	Uses	4-aminobenzoate	neg	measured	3	3	3	1
BacDive_Uses_4-aminobutyrate_negative	util	Uses	4-aminobutyrate	neg	measured	3	3	3	1
BacDive_Uses_4-coumarate_negative	util	Uses	4-coumarate	neg	measured	3	3	3	1
BacDive_Uses_4-hydroxy-L-proline_respiration	util	Uses	4-hydroxy-L-proline	pos	measured	3	3	4	1
BacDive_Uses_4-nitrophenyl_alpha-D-glucopyranoside_negative	util	Uses	4-nitrophenyl alpha-D-glucopyranoside	neg	measured	3	3	3	1
BacDive_Uses_4-nitrophenyl_beta-D-galactopyranoside_acid	util	Uses	4-nitrophenyl beta-D-galactopyranoside	pos	measured	3	3	3	1
BacDive_Uses_4-nitrophenyl_beta-D-glucopyranoside_negative	util	Uses	4-nitrophenyl beta-D-glucopyranoside	neg	measured	3	3	3	1
BacDive_Uses_acetoacetate_respiration_negative	util	Uses	acetoacetate	neg	measured	3	3	3	1
BacDive_Uses_acetone_negative	util	Uses	acetone	neg	measured	3	3	3	1
BacDive_Uses_adenine_Nsource	util	Uses	adenine	pos	measured	3	3	3	1
BacDive_Uses_agar	util	Uses	agar	pos	measured	3	3	3	1
BacDive_Uses_alpha-lactose_acid_negative	util	Uses	alpha-lactose	neg	measured	3	3	3	1
BacDive_Uses_ammonia_Nsource	util	Uses	ammonia	pos	measured	3	3	3	1
BacDive_Uses_ammonium_Nsource_negative	util	Uses	ammonium	neg	measured	3	3	3	1
BacDive_Uses_amygdalin_respiration	util	Uses	amygdalin	pos	measured	3	3	3	1
BacDive_Uses_arabinitol_negative	util	Uses	arabinitol	neg	measured	3	3	3	1
BacDive_Uses_arabinose_gas_negative	util	Uses	arabinose	neg	measured	3	3	3	1
BacDive_Uses_aspartate_Nsource_negative	util	Uses	aspartate	neg	measured	3	3	3	1
BacDive_Uses_aztreonam_respiration_negative	util	Uses	aztreonam	neg	measured	3	3	3	1
BacDive_Uses_beta-D-glucuronic_acid	util	Uses	beta-D-glucuronic acid	pos	measured	3	3	3	1
BacDive_Uses_beta-hydroxybutyrate_respiration_negative	util	Uses	beta-hydroxybutyrate	neg	measured	3	3	3	1
BacDive_Uses_betaine	util	Uses	betaine	pos	measured	3	3	3	1
BacDive_Uses_biotin_negative	util	Uses	biotin	neg	measured	3	3	3	1
BacDive_Uses_catechol_negative	util	Uses	catechol	neg	measured	3	3	3	1
BacDive_Uses_cellobiose_Nsource	util	Uses	cellobiose	pos	measured	3	3	3	1
BacDive_Uses_cellulose_fermentation	util	Uses	cellulose	pos	measured	3	3	3	1
BacDive_Uses_choline	util	Uses	choline	pos	measured	3	3	3	1
BacDive_Uses_choline_negative	util	Uses	choline	neg	measured	3	3	3	1
BacDive_Uses_cis-aconitate_respiration	util	Uses	cis-aconitate	pos	measured	3	3	3	1
BacDive_Uses_citrate_acid_negative	util	Uses	citrate	neg	measured	3	3	3	1
BacDive_Uses_crotonate	util	Uses	crotonate	pos	measured	3	3	3	1
BacDive_Uses_D-galactonate_negative	util	Uses	D-galactonate	neg	measured	3	3	3	1
BacDive_Uses_D-lactate	util	Uses	D-lactate	pos	measured	3	3	3	1
BacDive_Uses_D-lyxose_fermentation	util	Uses	D-lyxose	pos	measured	3	3	3	1
BacDive_Uses_D-malate_respiration	util	Uses	D-malate	pos	measured	3	3	3	1
BacDive_Uses_D-sorbose_acid	util	Uses	D-sorbose	pos	measured	3	3	3	1
BacDive_Uses_D-sorbose_negative	util	Uses	D-sorbose	neg	measured	3	3	3	1
BacDive_Uses_dinitrogen_Nsource	util	Uses	dinitrogen	pos	measured	3	3	3	1
BacDive_Uses_disodium_malate	util	Uses	disodium malate	pos	measured	3	3	3	1
BacDive_Uses_disodium_malate_negative	util	Uses	disodium malate	neg	measured	3	3	3	1
BacDive_Uses_ethylene_glycol_negative	util	Uses	ethylene glycol	neg	measured	3	3	3	1
BacDive_Uses_ferric_citrate_acid	util	Uses	ferric citrate	pos	measured	3	3	3	1
BacDive_Uses_ferric_iron	util	Uses	ferric iron	pos	measured	3	3	3	1
BacDive_Uses_ferulate_negative	util	Uses	ferulate	neg	measured	3	3	3	1
BacDive_Uses_formaldehyde_negative	util	Uses	formaldehyde	neg	measured	3	3	3	1
BacDive_Uses_galacturonate_acid_negative	util	Uses	galacturonate	neg	measured	3	3	3	1
BacDive_Uses_galacturonate_negative	util	Uses	galacturonate	neg	measured	3	3	3	1
BacDive_Uses_gelatin_acid_negative	util	Uses	gelatin	neg	measured	3	3	3	1
BacDive_Uses_gluconate_fermentation	util	Uses	gluconate	pos	measured	3	3	3	1
BacDive_Uses_glutamine	util	Uses	glutamine	pos	measured	3	3	3	1
BacDive_Uses_glycerol_3-phosphate_acid	util	Uses	glycerol 3-phosphate	pos	measured	3	3	3	1
BacDive_Uses_glycine-proline_Nsource	util	Uses	glycine-proline	pos	measured	3	3	3	1
BacDive_Uses_glycine-proline_respiration_negative	util	Uses	glycine-proline	neg	measured	3	3	3	1
BacDive_Uses_glycolate	util	Uses	glycolate	pos	measured	3	3	3	1
BacDive_Uses_guanidinium_chloride_Nsource_negative	util	Uses	guanidinium chloride	neg	measured	3	3	3	1
BacDive_Uses_hydroxyproline_respiration	util	Uses	hydroxyproline	pos	measured	3	3	3	1
BacDive_Uses_hypoxanthine_Nsource_negative	util	Uses	hypoxanthine	neg	measured	3	3	3	1
BacDive_Uses_inositol_gas_negative	util	Uses	inositol	neg	measured	3	3	3	1
BacDive_Uses_isoleucine	util	Uses	isoleucine	pos	measured	3	3	3	1
BacDive_Uses_isoleucine_Nsource_negative	util	Uses	isoleucine	neg	measured	3	3	3	1
BacDive_Uses_itaconate_acid_negative	util	Uses	itaconate	neg	measured	3	3	3	1
BacDive_Uses_kynurenine_negative	util	Uses	kynurenine	neg	measured	3	3	3	1
BacDive_Uses_L-citrulline	util	Uses	L-citrulline	pos	measured	3	3	3	1
BacDive_Uses_L-cysteine	util	Uses	L-cysteine	pos	measured	3	3	3	1
BacDive_Uses_L-fructose	util	Uses	L-fructose	pos	measured	3	3	3	1
BacDive_Uses_L-galactonate	util	Uses	L-galactonate	pos	measured	3	3	3	1
BacDive_Uses_L-galactonate_negative	util	Uses	L-galactonate	neg	measured	3	3	3	1
BacDive_Uses_L-norleucine	util	Uses	L-norleucine	pos	measured	3	3	3	1
BacDive_Uses_L-pyroglutamic_acid_respiration	util	Uses	L-pyroglutamic acid	pos	measured	3	3	3	1
BacDive_Uses_L-serine_2-naphthylamide	util	Uses	L-serine 2-naphthylamide	pos	measured	3	3	3	1
BacDive_Uses_L-serine_acid	util	Uses	L-serine	pos	measured	3	3	3	1
BacDive_Uses_L-serine_acid_negative	util	Uses	L-serine	neg	measured	3	3	3	1
BacDive_Uses_L-tryptophan_fermentation_negative	util	Uses	L-tryptophan	neg	measured	3	3	3	1
BacDive_Uses_L-xylose_fermentation	util	Uses	L-xylose	pos	measured	3	3	3	1
BacDive_Uses_lactate_acid	util	Uses	lactate	pos	measured	3	3	3	1
BacDive_Uses_lactose_respiration_negative	util	Uses	lactose	neg	measured	3	3	3	1
BacDive_Uses_lincomycin_negative	util	Uses	lincomycin	neg	measured	3	3	3	1
BacDive_Uses_m-coumaric_acid_negative	util	Uses	m-coumaric acid	neg	measured	3	3	3	1
BacDive_Uses_magnesium(2+)	util	Uses	magnesium(2+)	pos	measured	3	3	3	1
BacDive_Uses_malate_acid	util	Uses	malate	pos	measured	3	3	3	1
BacDive_Uses_malonate_acid_negative	util	Uses	malonate	neg	measured	3	3	3	1
BacDive_Uses_maltose_hydrate_acid_negative	util	Uses	maltose hydrate	neg	measured	3	3	3	1
BacDive_Uses_melezitose_gas_negative	util	Uses	melezitose	neg	measured	3	3	3	1
BacDive_Uses_mesaconate	util	Uses	mesaconate	pos	measured	3	3	3	1
BacDive_Uses_methionine_Nsource_negative	util	Uses	methionine	neg	measured	3	3	3	1
BacDive_Uses_methyl_(R)-lactate_respiration	util	Uses	methyl (R)-lactate	pos	measured	3	3	3	1
BacDive_Uses_methyl_D-glucoside_fermentation_negative	util	Uses	methyl D-glucoside	neg	measured	3	3	3	1
BacDive_Uses_methylmalonic_acid_negative	util	Uses	methylmalonic acid	neg	measured	3	3	3	1
BacDive_Uses_N-acetyl-L-glutamate_respiration	util	Uses	N-acetyl-L-glutamate	pos	measured	3	3	3	1
BacDive_Uses_n-acetyl-neuraminic_acid	util	Uses	n-acetyl-neuraminic acid	pos	measured	3	3	3	1
BacDive_Uses_N-acetylgalactosamine_acid	util	Uses	N-acetylgalactosamine	pos	measured	3	3	3	1
BacDive_Uses_N-acetylgalactosamine_fermentation	util	Uses	N-acetylgalactosamine	pos	measured	3	3	3	1
BacDive_Uses_olive_oil_negative	util	Uses	olive oil	neg	measured	3	3	3	1
BacDive_Uses_oxalate	util	Uses	oxalate	pos	measured	3	3	3	1
BacDive_Uses_p-nitrophenyl_palmitate_negative	util	Uses	p-nitrophenyl palmitate	neg	measured	3	3	3	1
BacDive_Uses_phenanthrene	util	Uses	phenanthrene	pos	measured	3	3	3	1
BacDive_Uses_phenylacetate_acid_negative	util	Uses	phenylacetate	neg	measured	3	3	3	1
BacDive_Uses_potassium_gluconate_fermentation_negative	util	Uses	potassium gluconate	neg	measured	3	3	3	1
BacDive_Uses_potassium_tellurite_reduction_negative	util	Uses	potassium tellurite	neg	measured	3	3	3	1
BacDive_Uses_propionamide	util	Uses	propionamide	pos	measured	3	3	3	1
BacDive_Uses_pyridine	util	Uses	pyridine	pos	measured	3	3	3	1
BacDive_Uses_quinate_respiration	util	Uses	quinate	pos	measured	3	3	3	1
BacDive_Uses_rhamnose_gas_negative	util	Uses	rhamnose	neg	measured	3	3	3	1
BacDive_Uses_salicylate_negative	util	Uses	salicylate	neg	measured	3	3	3	1
BacDive_Uses_sarcosine	util	Uses	sarcosine	pos	measured	3	3	3	1
BacDive_Uses_sedoheptulosan	util	Uses	sedoheptulosan	pos	measured	3	3	3	1
BacDive_Uses_selenite_reduction_negative	util	Uses	selenite	neg	measured	3	3	3	1
BacDive_Uses_skimmed_milk_negative	util	Uses	skimmed milk	neg	measured	3	3	3	1
BacDive_Uses_sodium_gluconate_negative	util	Uses	sodium gluconate	neg	measured	3	3	3	1
BacDive_Uses_sodium_L-glutamate	util	Uses	sodium L-glutamate	pos	measured	3	3	3	1
BacDive_Uses_sodium_malonate_acid_negative	util	Uses	sodium malonate	neg	measured	3	3	3	1
BacDive_Uses_sodium_thiosulfate_negative	util	Uses	sodium thiosulfate	neg	measured	3	3	3	1
BacDive_Uses_sorbic_acid_negative	util	Uses	sorbic acid	neg	measured	3	3	3	1
BacDive_Uses_sorbose_acid	util	Uses	sorbose	pos	measured	3	3	3	1
BacDive_Uses_sulfite_reduction	util	Uses	sulfite	pos	measured	3	3	3	1
BacDive_Uses_tetrathionate	util	Uses	tetrathionate	pos	measured	3	3	4	1
BacDive_Uses_tetrazolium_blue_negative	util	Uses	tetrazolium blue	neg	measured	3	3	3	1
BacDive_Uses_thiamine	util	Uses	thiamine	pos	measured	3	3	3	1
BacDive_Uses_thiosulfate_reduction	util	Uses	thiosulfate	pos	measured	3	3	3	1
BacDive_Uses_thiosulfate_reduction_negative	util	Uses	thiosulfate	neg	measured	3	3	3	1
BacDive_Uses_threonine_Nsource	util	Uses	threonine	pos	measured	3	3	3	1
BacDive_Uses_toluene_negative	util	Uses	toluene	neg	measured	3	3	3	1
BacDive_Uses_trehalose_dihydrate_negative	util	Uses	trehalose dihydrate	neg	measured	3	3	3	1
BacDive_Uses_trimethoxybenzoate	util	Uses	trimethoxybenzoate	pos	measured	3	3	3	1
BacDive_Uses_tryptone	util	Uses	tryptone	pos	measured	3	3	3	1
BacDive_Uses_tryptophan_Nsource	util	Uses	tryptophan	pos	measured	3	3	3	1
BacDive_Uses_turanose_gas_negative	util	Uses	turanose	neg	measured	3	3	3	1
BacDive_Uses_urea_Nsource_negative	util	Uses	urea	neg	measured	3	3	3	1
BacDive_Uses_uridine_5'-monophosphate	util	Uses	uridine 5'-monophosphate	pos	measured	3	3	3	1
BacDive_Uses_xanthine_Nsource_negative	util	Uses	xanthine	neg	measured	3	3	3	1
BacDive_Uses_xylan_fermentation	util	Uses	xylan	pos	measured	3	3	3	1
