set_name	family	section_source	analyte	polarity	evidence	n_species	n_taxa	n_strains_total	median_n_tested
BacDive_Uses_monomethyl_succinate	util	Uses	monomethyl succinate	pos	measured	47	47	47	1
BacDive_Uses_tween_80_negative	util	Uses	tween 80	neg	measured	47	47	47	1
BacDive_Uses_butyrate_negative	util	Uses	butyrate	neg	measured	46	46	46	1
BacDive_Uses_D-alanine	util	Uses	D-alanine	pos	measured	46	46	46	1
BacDive_Uses_L-pyroglutamic_acid	util	Uses	L-pyroglutamic acid	pos	measured	46	46	47	1
BacDive_Uses_methyl_beta-D-glucopyranoside	util	Uses	methyl beta-D-glucopyranoside	pos	measured	46	46	46	1
BacDive_Uses_methyl_beta-D-xylopyranoside_negative	util	Uses	methyl beta-D-xylopyranoside	neg	measured	46	46	46	1
BacDive_Uses_n-acetylneuraminate_negative	util	Uses	n-acetylneuraminate	neg	measured	46	46	46	1
BacDive_Uses_urea	util	Uses	urea	pos	measured	46	46	47	1
BacDive_Uses_galactitol_acid	util	Uses	galactitol	pos	measured	46	45	362	1
BacDive_Uses_glycine_negative	util	Uses	glycine	neg	measured	45	45	45	1
BacDive_Uses_erythritol_acid	util	Uses	erythritol	pos	measured	44	44	65	1
BacDive_Uses_glycyl-l-glutamate	util	Uses	glycyl-l-glutamate	pos	measured	44	44	46	1
BacDive_Uses_L-arabitol_acid	util	Uses	L-arabitol	pos	measured	45	44	107	1
BacDive_Prod_nitrite	production	Prod	nitrite	pos	measured	43	43	357	1
BacDive_Uses_cis-aconitate_negative	util	Uses	cis-aconitate	neg	measured	43	43	43	1
BacDive_Uses_esculin_negative	util	Uses	esculin	neg	measured	43	43	43	1
BacDive_Uses_trans-aconitate_negative	util	Uses	trans-aconitate	neg	measured	43	43	43	1
BacDive_Uses_beta-hydroxybutyrate	util	Uses	beta-hydroxybutyrate	pos	measured	43	42	43	1
BacDive_Uses_galactarate	util	Uses	galactarate	pos	measured	42	42	43	1
BacDive_Uses_melezitose	util	Uses	melezitose	pos	measured	42	42	42	1
BacDive_Uses_tyrosine_negative	util	Uses	tyrosine	neg	measured	42	42	42	1
BacDive_Uses_2,3-butanediol_negative	util	Uses	2, 3-butanediol	neg	measured	41	41	41	1
BacDive_Uses_D-fructose_6-phosphate_negative	util	Uses	D-fructose 6-phosphate	neg	measured	41	41	41	1
BacDive_Uses_L-glutamate_Nsource	util	Uses	L-glutamate	pos	measured	41	41	41	1
BacDive_Uses_L-ornithine	util	Uses	L-ornithine	pos	measured	41	41	42	1
BacDive_Uses_alpha-lactose	util	Uses	alpha-lactose	pos	measured	40	40	41	1
BacDive_Uses_alpha-lactose_negative	util	Uses	alpha-lactose	neg	measured	40	40	40	1
BacDive_Uses_D-lyxose_negative	util	Uses	D-lyxose	neg	measured	40	40	40	1
BacDive_Uses_L-galactonic_acid_gamma-lactone	util	Uses	L-galactonic acid gamma-lactone	pos	measured	40	40	40	1
BacDive_Uses_methanol_negative	util	Uses	methanol	neg	measured	40	40	40	1
BacDive_Uses_N-acetyl-beta-D-mannosamine_negative	util	Uses	N-acetyl-beta-D-mannosamine	neg	measured	40	40	40	1
BacDive_Uses_potassium_5-dehydro-D-gluconate_acid	util	Uses	potassium 5-dehydro-D-gluconate	pos	measured	40	40	40	1
BacDive_Uses_urocanic_acid	util	Uses	urocanic acid	pos	measured	40	40	40	1
BacDive_Enzyme_nitrate_reductase_negative	enzyme	Enzyme	nitrate reductase	neg	measured	39	39	39	1
BacDive_Enzyme_phenylalanine_deaminase_negative	enzyme	Enzyme	phenylalanine deaminase	neg	measured	39	39	39	1
BacDive_Uses_4-hydroxyphenylacetic_acid	util	Uses	4-hydroxyphenylacetic acid	pos	measured	39	39	39	1
BacDive_Uses_5-dehydro-D-gluconate_acid	util	Uses	5-dehydro-D-gluconate	pos	measured	39	39	40	1
BacDive_Uses_L-proline_Nsource	util	Uses	L-proline	pos	measured	39	39	39	1
BacDive_Uses_L-threonine_Nsource	util	Uses	L-threonine	pos	measured	39	39	39	1
BacDive_Uses_stachyose	util	Uses	stachyose	pos	measured	39	39	40	1
BacDive_Uses_(S)-lactate_negative	util	Uses	(S)-lactate	neg	measured	38	38	38	1
BacDive_Uses_2,3-butanediol	util	Uses	2, 3-butanediol	pos	measured	38	38	38	1
BacDive_Uses_D-serine	util	Uses	D-serine	pos	measured	38	38	42	1
BacDive_Uses_ethanol_negative	util	Uses	ethanol	neg	measured	38	38	38	1
BacDive_Uses_fructose_respiration	util	Uses	fructose	pos	measured	38	38	39	1
BacDive_Uses_glycine_Nsource	util	Uses	glycine	pos	measured	38	38	38	1
BacDive_Uses_xylose_acid	util	Uses	xylose	pos	measured	38	38	38	1
BacDive_Uses_arginine_negative	util	Uses	arginine	neg	measured	37	37	37	1
BacDive_Uses_glucose_respiration	util	Uses	glucose	pos	measured	37	37	38	1
BacDive_Uses_L-aspartate_Nsource	util	Uses	L-aspartate	pos	measured	37	37	37	1
BacDive_Uses_sodium_acetate	util	Uses	sodium acetate	pos	measured	37	37	37	1
BacDive_Uses_esculin_ferric_citrate_acid_negative	util	Uses	esculin ferric citrate	neg	measured	36	36	36	1
BacDive_Uses_methyl_D-glucoside_negative	util	Uses	methyl D-glucoside	neg	measured	36	36	36	1
BacDive_Uses_suberic_acid	util	Uses	suberic acid	pos	measured	36	36	36	1
BacDive_Gram_variable	gram	Gram	variable	pos	measured	35	35	35	1
BacDive_Test_citrate_test_negative	metabolite_test	Test	citrate test	neg	measured	35	35	35	1
BacDive_Uses_casein_negative	util	Uses	casein	neg	measured	35	35	36	1
BacDive_Uses_cis-aconitate	util	Uses	cis-aconitate	pos	measured	35	35	35	1
BacDive_Uses_erythritol	util	Uses	erythritol	pos	measured	35	35	36	1
BacDive_Uses_fumarate_negative	util	Uses	fumarate	neg	measured	35	35	35	1
BacDive_Uses_L-threonine_negative	util	Uses	L-threonine	neg	measured	35	35	35	1
BacDive_Uses_mannose_respiration	util	Uses	mannose	pos	measured	35	35	35	1
BacDive_Uses_xylan	util	Uses	xylan	pos	measured	36	35	37	1
BacDive_Uses_4-hydroxy-L-proline	util	Uses	4-hydroxy-L-proline	pos	measured	34	34	34	1
BacDive_Uses_acetoacetate_negative	util	Uses	acetoacetate	neg	measured	34	34	34	1
BacDive_Uses_azelaate_negative	util	Uses	azelaate	neg	measured	34	34	34	1
BacDive_Uses_D-saccharate_negative	util	Uses	D-saccharate	neg	measured	34	34	34	1
BacDive_Uses_lactulose_negative	util	Uses	lactulose	neg	measured	34	34	34	1
BacDive_Uses_potassium_5-dehydro-D-gluconate_negative	util	Uses	potassium 5-dehydro-D-gluconate	neg	measured	34	34	34	1
BacDive_Uses_casein	util	Uses	casein	pos	measured	33	33	33	1
BacDive_Uses_ethanolamine_negative	util	Uses	ethanolamine	neg	measured	33	33	33	1
BacDive_Uses_L-histidine_Nsource	util	Uses	L-histidine	pos	measured	33	33	33	1
BacDive_Uses_L-phenylalanine	util	Uses	L-phenylalanine	pos	measured	32	32	32	1
BacDive_Uses_potassium_gluconate_acid	util	Uses	potassium gluconate	pos	measured	32	32	32	1
BacDive_Uses_succinamate	util	Uses	succinamate	pos	measured	32	32	32	1
BacDive_Murein_A3alpha_L-Lys-L-Ala2	murein	Murein	A3alpha L-Lys-L-Ala2	pos	measured	31	31	47	1
BacDive_Uses_galactose_fermentation	util	Uses	galactose	pos	measured	31	31	31	1
BacDive_Uses_galactose_respiration	util	Uses	galactose	pos	measured	31	31	32	1
BacDive_Uses_L-alanylglycine	util	Uses	L-alanylglycine	pos	measured	31	31	31	1
BacDive_Uses_L-tyrosine_Nsource	util	Uses	L-tyrosine	pos	measured	32	31	32	1
BacDive_Uses_L-valine_Nsource	util	Uses	L-valine	pos	measured	31	31	31	1
BacDive_Uses_L-xylose_acid	util	Uses	L-xylose	pos	measured	31	31	31	1
BacDive_Uses_maltose_respiration	util	Uses	maltose	pos	measured	31	31	32	1
BacDive_Tolerance_lysozyme_tolerance	tolerance	Tolerance	lysozyme tolerance	pos	measured	30	30	31	1
BacDive_Uses_(-)-quinic_acid_negative	util	Uses	(-)-quinic acid	neg	measured	30	30	30	1
BacDive_Uses_acetate_respiration	util	Uses	acetate	pos	measured	30	30	31	1
BacDive_Uses_cellobiose_fermentation	util	Uses	cellobiose	pos	measured	32	30	53	1
BacDive_Uses_D-galactonic_acid_lactone	util	Uses	D-galactonic acid lactone	pos	measured	30	30	30	1
BacDive_Uses_palatinose_acid	util	Uses	palatinose	pos	measured	31	30	239	5
BacDive_Uses_potassium_2-dehydro-D-gluconate_negative	util	Uses	potassium 2-dehydro-D-gluconate	neg	measured	30	30	30	1
BacDive_Uses_triphenyltetrazolium_chloride_reduction	util	Uses	triphenyltetrazolium chloride	pos	measured	31	30	208	1
BacDive_Uses_triphenyltetrazolium_chloride_reduction_negative	util	Uses	triphenyltetrazolium chloride	neg	measured	30	30	107	1
BacDive_Shape_filament	shape	Shape	filament	pos	measured	29	29	31	1
BacDive_Uses_1_%_sodium_lactate	util	Uses	1 % sodium lactate	pos	measured	29	29	29	1
BacDive_Uses_3-O-methyl-D-glucose	util	Uses	3-O-methyl-D-glucose	pos	measured	29	29	29	1
BacDive_Uses_L-asparagine_negative	util	Uses	L-asparagine	neg	measured	29	29	29	1
BacDive_Uses_L-glutamate_respiration	util	Uses	L-glutamate	pos	measured	29	29	29	1
BacDive_Murein_A3alpha_L-Lys-Gly5-6	murein	Murein	A3alpha L-Lys-Gly5-6	pos	measured	28	28	46	1
BacDive_Murein_B2beta_{Gly}_[L-Hsr]_D-Glu(Hyg)-Gly-D-Orn	murein	Murein	B2beta {Gly} [L-Hsr] D-Glu(Hyg)-Gly-D-Orn	pos	measured	30	28	32	1
